CENTRALWAVELNG,BANDWIDTH,PL_TRANDEP,PL_TRANDEPERR1,PL_TRANDEPERR2,PL_TRANDEP_AUTHORS,PL_RATROR,PL_RATRORERR1,PL_RATRORERR2,PL_RATROR_AUTHORS,PL_RADJ,PL_RADJERR1,PL_RADJERR2,PL_RADJ_AUTHORS,PL_TRANMID,PL_TRANMIDERR1,PL_TRANMIDERR2,ST_RAD,ST_RADERR1,ST_RADERR2,ST_RAD_AUTHORS
0.7221,0.00361,0.54725,0.01151,-0.01151,Cadieux et al. 2024,0.07398,0.00077,-0.00078,Calculated,0.1554,0.0027,-0.0027,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.72936,0.00365,0.54528,0.01091,-0.01091,Cadieux et al. 2024,0.07384,0.00074,-0.00074,Calculated,0.1551,0.0027,-0.0027,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.73669,0.00368,0.53277,0.00945,-0.00945,Cadieux et al. 2024,0.07299,0.00064,-0.00065,Calculated,0.1534,0.0025,-0.0025,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.74409,0.00372,0.56187,0.00984,-0.00984,Cadieux et al. 2024,0.07496,0.00065,-0.00066,Calculated,0.1575,0.0026,-0.0026,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.75157,0.00376,0.55425,0.00877,-0.00877,Cadieux et al. 2024,0.07445,0.00059,-0.00059,Calculated,0.1564,0.0025,-0.0025,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.75912,0.0038,0.55274,0.00941,-0.00941,Cadieux et al. 2024,0.07435,0.00063,-0.00064,Calculated,0.1562,0.0025,-0.0025,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.76675,0.00383,0.53228,0.01268,-0.01268,Cadieux et al. 2024,0.07296,0.00086,-0.00087,Calculated,0.1533,0.0028,-0.0028,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.77446,0.00387,0.51963,0.01115,-0.01115,Cadieux et al. 2024,0.07209,0.00077,-0.00078,Calculated,0.1514,0.0027,-0.0027,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.78224,0.00391,0.57665,0.01146,-0.01146,Cadieux et al. 2024,0.07594,0.00075,-0.00076,Calculated,0.1595,0.0027,-0.0027,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.79011,0.00395,0.54897,0.01045,-0.01045,Cadieux et al. 2024,0.07409,0.0007,-0.00071,Calculated,0.1557,0.0026,-0.0026,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
