CENTRALWAVELNG,BANDWIDTH,PL_TRANDEP,PL_TRANDEPERR1,PL_TRANDEPERR2,PL_TRANDEP_AUTHORS,PL_RATROR,PL_RATRORERR1,PL_RATRORERR2,PL_RATROR_AUTHORS,PL_RADJ,PL_RADJERR1,PL_RADJERR2,PL_RADJ_AUTHORS,PL_TRANMID,PL_TRANMIDERR1,PL_TRANMIDERR2,ST_RAD,ST_RADERR1,ST_RADERR2,ST_RAD_AUTHORS
3.2785,,0.06121,0.00186,-0.00186,Alderson et al. 2024,0.02474,0.00037,-0.00038,Calculated,0.1601,0.0034,-0.0034,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.299,,0.06292,0.00185,-0.00185,Alderson et al. 2024,0.02508,0.00037,-0.00037,Calculated,0.1623,0.0034,-0.0034,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.319,,0.06216,0.00193,-0.00193,Alderson et al. 2024,0.02493,0.00038,-0.00039,Calculated,0.1613,0.0035,-0.0035,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.339,,0.0586,0.00191,-0.00191,Alderson et al. 2024,0.02421,0.00039,-0.0004,Calculated,0.1566,0.0035,-0.0035,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.3595,,0.06142,0.00189,-0.00189,Alderson et al. 2024,0.02478,0.00038,-0.00038,Calculated,0.1604,0.0034,-0.0034,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.38,,0.06005,0.00238,-0.00238,Alderson et al. 2024,0.02451,0.00048,-0.00049,Calculated,0.1586,0.0039,-0.0039,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.4,,0.06118,0.00199,-0.00199,Alderson et al. 2024,0.02473,0.0004,-0.00041,Calculated,0.1601,0.0035,-0.0035,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.42,,0.06083,0.002,-0.002,Alderson et al. 2024,0.02466,0.0004,-0.00041,Calculated,0.1596,0.0036,-0.0036,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.4405,,0.06349,0.00188,-0.00188,Alderson et al. 2024,0.0252,0.00037,-0.00037,Calculated,0.1631,0.0034,-0.0034,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.461,,0.05974,0.002,-0.002,Alderson et al. 2024,0.02444,0.00041,-0.00041,Calculated,0.1582,0.0036,-0.0036,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.481,,0.06074,0.00195,-0.00195,Alderson et al. 2024,0.02464,0.00039,-0.0004,Calculated,0.1595,0.0035,-0.0035,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.5015,,0.06528,0.00197,-0.00197,Alderson et al. 2024,0.02555,0.00038,-0.00039,Calculated,0.1653,0.0035,-0.0035,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.522,,0.06226,0.00245,-0.00245,Alderson et al. 2024,0.02495,0.00049,-0.00049,Calculated,0.1615,0.004,-0.004,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.542,,0.05783,0.00213,-0.00213,Alderson et al. 2024,0.02405,0.00044,-0.00045,Calculated,0.1556,0.0037,-0.0037,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.562,,0.05915,0.00232,-0.00232,Alderson et al. 2024,0.02432,0.00047,-0.00048,Calculated,0.1574,0.0039,-0.0039,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.5825,,0.06137,0.00198,-0.00198,Alderson et al. 2024,0.02477,0.0004,-0.0004,Calculated,0.1603,0.0035,-0.0035,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.603,,0.06217,0.00207,-0.00207,Alderson et al. 2024,0.02493,0.00041,-0.00042,Calculated,0.1614,0.0036,-0.0036,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.623,,0.06043,0.00206,-0.00206,Alderson et al. 2024,0.02458,0.00042,-0.00042,Calculated,0.1591,0.0036,-0.0036,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.6435,,0.06448,0.00205,-0.00205,Alderson et al. 2024,0.02539,0.0004,-0.00041,Calculated,0.1643,0.0036,-0.0036,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.664,,0.06371,0.0021,-0.0021,Alderson et al. 2024,0.02524,0.00041,-0.00042,Calculated,0.1633,0.0036,-0.0036,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.684,,0.06258,0.00218,-0.00218,Alderson et al. 2024,0.02502,0.00043,-0.00044,Calculated,0.1619,0.0037,-0.0037,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.704,,0.05952,0.00214,-0.00214,Alderson et al. 2024,0.0244,0.00044,-0.00044,Calculated,0.1579,0.0037,-0.0037,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.83,,0.06059,0.00233,-0.00233,Alderson et al. 2024,0.02461,0.00047,-0.00048,Calculated,0.1593,0.0039,-0.0039,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.8495,,0.05758,0.00233,-0.00233,Alderson et al. 2024,0.02399,0.00048,-0.00049,Calculated,0.1553,0.0039,-0.0039,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.869,,0.0628,0.0023,-0.0023,Alderson et al. 2024,0.02506,0.00046,-0.00046,Calculated,0.1622,0.0038,-0.0038,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.889,,0.06237,0.00231,-0.00231,Alderson et al. 2024,0.02497,0.00046,-0.00047,Calculated,0.1616,0.0039,-0.0039,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.909,,0.05858,0.00234,-0.00234,Alderson et al. 2024,0.0242,0.00048,-0.00049,Calculated,0.1566,0.0039,-0.0039,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.9285,,0.0651,0.00242,-0.00242,Alderson et al. 2024,0.02552,0.00047,-0.00048,Calculated,0.1651,0.0039,-0.0039,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.948,,0.06274,0.00232,-0.00232,Alderson et al. 2024,0.02505,0.00046,-0.00047,Calculated,0.1621,0.0039,-0.0039,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.968,,0.06224,0.00238,-0.00238,Alderson et al. 2024,0.02495,0.00047,-0.00048,Calculated,0.1614,0.0039,-0.0039,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
3.9875,,0.06214,0.00251,-0.00251,Alderson et al. 2024,0.02493,0.0005,-0.00051,Calculated,0.1613,0.0041,-0.0041,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.007,,0.05748,0.00241,-0.00241,Alderson et al. 2024,0.02397,0.0005,-0.00051,Calculated,0.1551,0.004,-0.004,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.027,,0.06138,0.00264,-0.00264,Alderson et al. 2024,0.02478,0.00053,-0.00054,Calculated,0.1603,0.0042,-0.0042,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.047,,0.06108,0.00255,-0.00255,Alderson et al. 2024,0.02471,0.00051,-0.00052,Calculated,0.1599,0.0041,-0.0041,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.0665,,0.06224,0.00258,-0.00258,Alderson et al. 2024,0.02495,0.00051,-0.00052,Calculated,0.1614,0.0041,-0.0041,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.086,,0.05859,0.00259,-0.00259,Alderson et al. 2024,0.0242,0.00053,-0.00054,Calculated,0.1566,0.0042,-0.0042,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.106,,0.05984,0.00258,-0.00258,Alderson et al. 2024,0.02446,0.00052,-0.00053,Calculated,0.1583,0.0042,-0.0042,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.126,,0.05667,0.00258,-0.00258,Alderson et al. 2024,0.02381,0.00054,-0.00055,Calculated,0.1541,0.0042,-0.0042,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.1455,,0.06537,0.00271,-0.00271,Alderson et al. 2024,0.02557,0.00052,-0.00054,Calculated,0.1654,0.0042,-0.0042,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.165,,0.05681,0.00267,-0.00267,Alderson et al. 2024,0.02384,0.00055,-0.00057,Calculated,0.1542,0.0043,-0.0043,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.185,,0.06154,0.00268,-0.00268,Alderson et al. 2024,0.02481,0.00054,-0.00055,Calculated,0.1605,0.0043,-0.0043,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.2045,,0.05822,0.00305,-0.00305,Alderson et al. 2024,0.02413,0.00062,-0.00064,Calculated,0.1561,0.0047,-0.0047,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.224,,0.05552,0.00277,-0.00277,Alderson et al. 2024,0.02356,0.00058,-0.00059,Calculated,0.1525,0.0044,-0.0044,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.244,,0.05815,0.00286,-0.00286,Alderson et al. 2024,0.02412,0.00059,-0.0006,Calculated,0.1561,0.0045,-0.0045,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.264,,0.05898,0.0029,-0.0029,Alderson et al. 2024,0.02429,0.00059,-0.00061,Calculated,0.1572,0.0045,-0.0045,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.2835,,0.06212,0.00302,-0.00302,Alderson et al. 2024,0.02492,0.0006,-0.00061,Calculated,0.1613,0.0046,-0.0046,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.303,,0.07077,0.00435,-0.00435,Alderson et al. 2024,0.0266,0.00081,-0.00083,Calculated,0.1721,0.0059,-0.0059,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.323,,0.05763,0.00299,-0.00299,Alderson et al. 2024,0.02401,0.00062,-0.00063,Calculated,0.1554,0.0047,-0.0047,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.343,,0.05698,0.00305,-0.00305,Alderson et al. 2024,0.02387,0.00063,-0.00065,Calculated,0.1545,0.0047,-0.0047,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.3625,,0.06937,0.00323,-0.00323,Alderson et al. 2024,0.02634,0.00061,-0.00062,Calculated,0.1704,0.0047,-0.0047,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.382,,0.05817,0.00318,-0.00318,Alderson et al. 2024,0.02412,0.00065,-0.00067,Calculated,0.1561,0.0049,-0.0049,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.402,,0.06247,0.00339,-0.00339,Alderson et al. 2024,0.02499,0.00067,-0.00069,Calculated,0.1617,0.005,-0.005,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.4215,,0.06082,0.00343,-0.00343,Alderson et al. 2024,0.02466,0.00069,-0.00071,Calculated,0.1596,0.0051,-0.0051,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.441,,0.06486,0.00338,-0.00338,Alderson et al. 2024,0.02547,0.00065,-0.00067,Calculated,0.1648,0.005,-0.005,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.461,,0.0618,0.00338,-0.00338,Alderson et al. 2024,0.02486,0.00067,-0.00069,Calculated,0.1609,0.005,-0.005,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.481,,0.05956,0.00335,-0.00335,Alderson et al. 2024,0.02441,0.00068,-0.0007,Calculated,0.1579,0.005,-0.005,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.5005,,0.05954,0.00387,-0.00387,Alderson et al. 2024,0.0244,0.00078,-0.00081,Calculated,0.1579,0.0057,-0.0057,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.52,,0.05464,0.00352,-0.00352,Alderson et al. 2024,0.02338,0.00074,-0.00076,Calculated,0.1513,0.0054,-0.0054,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.54,,0.06858,0.00353,-0.00353,Alderson et al. 2024,0.02619,0.00067,-0.00068,Calculated,0.1695,0.005,-0.005,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.56,,0.06289,0.00364,-0.00364,Alderson et al. 2024,0.02508,0.00072,-0.00074,Calculated,0.1623,0.0053,-0.0053,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.5795,,0.06701,0.00579,-0.00579,Alderson et al. 2024,0.02589,0.00109,-0.00114,Calculated,0.1675,0.0077,-0.0077,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.599,,0.06302,0.00372,-0.00372,Alderson et al. 2024,0.0251,0.00073,-0.00075,Calculated,0.1624,0.0054,-0.0054,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.619,,0.06179,0.00376,-0.00376,Alderson et al. 2024,0.02486,0.00075,-0.00077,Calculated,0.1609,0.0055,-0.0055,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.6385,,0.05846,0.00401,-0.00401,Alderson et al. 2024,0.02418,0.00081,-0.00084,Calculated,0.1565,0.0059,-0.0059,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.658,,0.06537,0.00423,-0.00423,Alderson et al. 2024,0.02557,0.00081,-0.00084,Calculated,0.1655,0.0059,-0.0059,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.678,,0.06735,0.00397,-0.00397,Alderson et al. 2024,0.02595,0.00075,-0.00078,Calculated,0.1679,0.0056,-0.0056,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.698,,0.05875,0.00405,-0.00405,Alderson et al. 2024,0.02424,0.00082,-0.00085,Calculated,0.1568,0.0059,-0.0059,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.7175,,0.06216,0.00406,-0.00406,Alderson et al. 2024,0.02493,0.0008,-0.00083,Calculated,0.1613,0.0058,-0.0058,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.737,,0.06325,0.00399,-0.00399,Alderson et al. 2024,0.02515,0.00078,-0.00081,Calculated,0.1627,0.0057,-0.0057,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.757,,0.06078,0.00443,-0.00443,Alderson et al. 2024,0.02465,0.00088,-0.00092,Calculated,0.1595,0.0063,-0.0063,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.777,,0.06785,0.00423,-0.00423,Alderson et al. 2024,0.02605,0.0008,-0.00083,Calculated,0.1686,0.0058,-0.0058,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.7965,,0.0692,0.00426,-0.00426,Alderson et al. 2024,0.02631,0.0008,-0.00082,Calculated,0.1702,0.0058,-0.0058,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.816,,0.05859,0.00423,-0.00423,Alderson et al. 2024,0.02421,0.00086,-0.00089,Calculated,0.1566,0.0061,-0.0061,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.836,,0.06431,0.00442,-0.00442,Alderson et al. 2024,0.02536,0.00086,-0.00089,Calculated,0.1641,0.0062,-0.0062,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.8555,,0.05538,0.00444,-0.00444,Alderson et al. 2024,0.02353,0.00093,-0.00096,Calculated,0.1523,0.0065,-0.0065,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.875,,0.05427,0.00446,-0.00446,Alderson et al. 2024,0.0233,0.00094,-0.00098,Calculated,0.1508,0.0066,-0.0066,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.895,,0.05881,0.00621,-0.00621,Alderson et al. 2024,0.02425,0.00125,-0.00132,Calculated,0.1569,0.0086,-0.0086,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.915,,0.06522,0.00457,-0.00457,Alderson et al. 2024,0.02554,0.00088,-0.00091,Calculated,0.1653,0.0063,-0.0063,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.9345,,0.05083,0.00475,-0.00475,Alderson et al. 2024,0.02255,0.00103,-0.00108,Calculated,0.1459,0.0072,-0.0072,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.954,,0.06023,0.00449,-0.00449,Alderson et al. 2024,0.02454,0.0009,-0.00093,Calculated,0.1588,0.0064,-0.0064,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.974,,0.0566,0.0049,-0.0049,Alderson et al. 2024,0.02379,0.00101,-0.00105,Calculated,0.154,0.0071,-0.0071,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
4.994,,0.06589,0.00513,-0.00513,Alderson et al. 2024,0.02567,0.00098,-0.00102,Calculated,0.1661,0.0069,-0.0069,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
5.0135,,0.07833,0.00624,-0.00624,Alderson et al. 2024,0.02799,0.00109,-0.00114,Calculated,0.1811,0.0077,-0.0077,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
5.033,,0.063,0.00497,-0.00497,Alderson et al. 2024,0.0251,0.00097,-0.00101,Calculated,0.1624,0.0069,-0.0069,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
5.053,,0.06056,0.00488,-0.00488,Alderson et al. 2024,0.02461,0.00097,-0.00101,Calculated,0.1592,0.0068,-0.0068,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
5.0725,,0.05311,0.00512,-0.00512,Alderson et al. 2024,0.02305,0.00109,-0.00114,Calculated,0.1491,0.0075,-0.0075,Calculated,,,,0.665,0.01,-0.01,Hawthorn et al. 2023
